,ID,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
1373,47709,m,10/26/1988,88.0,maharashtra state board for ssc,2006,78.0,maharashtra state board for hsc,438,1,B.Tech/B.E.,computer engineering,54.0,438,1,Maharashtra,2010,615,605,605,0.600057182,435,-1,-1,-1,-1,-1,-1,-1.1901,-0.9033,-0.6343,0.1798,-0.7615,325000
1374,655090,m,2/24/1992,75.0,cbse,2009,73.2,cbse,8310,2,B.Tech/B.E.,information technology,64.3,8310,1,Rajasthan,2013,555,545,650,0.735795709,475,-1,-1,-1,-1,-1,-1,1.4208,-0.1206,-0.6048,-0.7415,-0.2859,210000
1375,1256044,m,4/12/1992,58.83,state board,2008,66.0,state board,7376,2,MCA,computer application,70.0,7376,0,Uttar Pradesh,2015,440,570,345,0.144789889,555,-1,284,-1,-1,-1,-1,-0.4463,0.0459,-1.0659,1.6672,-1.244,180000
1376,457958,f,8/12/1990,70.0,icse,2008,70.0,isc,1638,2,B.Tech/B.E.,computer engineering,72.0,1638,0,Uttar Pradesh,2012,615,445,505,0.600057182,435,-1,-1,-1,-1,-1,-1,-1.9629,0.1498,-0.7068,0.0623,0.0284,210000
1379,29042,m,8/25/1988,72.0,cbse,2006,62.0,cbse,894,2,B.Tech/B.E.,computer engineering,75.0,894,0,Tamil Nadu,2010,385,395,455,0.450876584,395,-1,-1,-1,-1,-1,-1,0.0464,0.5008,0.0914,-0.1727,0.0284,470000
1380,415949,m,3/2/1988,60.0,pune board,2005,66.0,pune board,12020,2,MCA,computer application,52.0,12020,1,Maharashtra,2012,385,365,385,0.488347977,405,-1,-1,-1,-1,-1,-1,-0.1855,0.3448,0.3817,1.7662,-0.9194,180000
1381,995141,m,8/14/1991,83.33,state board,2009,92.2,state board,9152,2,B.Tech/B.E.,electronics and communication engineering,72.85,9152,1,Telangana,2013,580,565,510,0.112139438,435,228,-1,-1,-1,-1,-1,1.4208,1.2114,0.9322,-2.2627,1.247,180000
1382,629345,f,8/24/1991,83.4,cbse,2009,90.4,cbse,5323,1,B.Tech/B.E.,electronics and communication engineering,86.6,5323,0,Kerala,2013,485,585,650,0.824666401,-1,400,-1,-1,-1,-1,-1,0.1282,0.8784,-2.2954,-0.4879,-1.244,335000
1383,360022,m,10/7/1990,82.0,0,2008,72.0,0,1245,2,B.Tech/B.E.,electronics and electrical engineering,65.0,1245,1,Tamil Nadu,2012,475,435,405,0.694479328,145,366,-1,435,-1,-1,-1,-1.1128,1.2808,1.1074,2.5593,0.1864,110000
1384,35248,m,2/5/1990,88.3,uttaranchal state board,2006,83.4,uttaranchal state board,44,2,B.Tech/B.E.,information technology,76.58,44,0,Uttar Pradesh,2011,645,605,595,0.901489571,545,-1,-1,-1,-1,-1,-1,1.7465,0.8128,0.5269,-2.1704,0.1864,480000
1385,289381,m,10/2/1989,79.0,cbse,2007,56.0,cbse,4439,2,B.Tech/B.E.,electronics and electrical engineering,60.8,4439,0,Uttar Pradesh,2011,475,535,495,0.0587928,-1,200,-1,-1,-1,393,-1,0.2009,-0.5913,-0.344,0.7673,0.5024,290000
1386,287020,m,12/8/1985,63.2,mp board,2004,68.89,mp board,547,2,MCA,computer application,76.2,547,0,Madhya Pradesh,2011,495,505,505,0.916869961,555,-1,-1,-1,-1,-1,-1,0.0464,-0.1232,-0.1988,-1.1128,-0.2875,445000
1387,1191908,m,10/13/1992,93.8,state board,2010,84.0,state board,1019,2,B.Tech/B.E.,electronics and communication engineering,74.0,1019,1,Tamil Nadu,2014,560,570,605,0.88162007,465,420,-1,-1,-1,-1,-1,1.2772,0.5454,0.1637,-1.8824,-0.8608,200000
1388,818107,m,7/1/1992,57.0,up board,2008,65.8,up board,7881,2,B.Tech/B.E.,electronics and communication engineering,65.23,7881,0,Uttar Pradesh,2012,500,385,370,0.783303537,-1,388,-1,-1,-1,-1,-1,0.4155,-0.2871,0.3174,1.1601,-0.0943,105000
1389,404143,m,6/1/1990,84.0,0,2007,87.7,0,3666,2,B.Tech/B.E.,information technology,61.0,3666,0,Andhra Pradesh,2011,605,385,395,0.377551419,375,-1,-1,-1,-1,-1,-1,-0.159,-0.2871,-0.2974,-0.8682,-0.4776,205000
1390,220601,f,9/13/1986,86.4,0,2004,81.6,0,285,1,B.Tech/B.E.,computer application,75.2,285,0,Punjab,2011,445,635,605,0.968237496,605,-1,-1,-1,-1,-1,-1,-1.1901,1.1248,0.3817,-0.7603,0.6603,180000
1391,656739,m,5/2/1989,81.0,cbse,2008,79.0,cbse,5818,2,B.Tech/B.E.,electronics and communication engineering,86.7,5818,0,Orissa,2013,370,610,735,0.694479328,-1,366,-1,-1,-1,-1,-1,-0.159,0.3789,0.9322,-0.995,0.4805,325000
1394,277278,m,4/18/1990,62.5,up board,2007,68.0,up board,75,2,B.Tech/B.E.,electronics and electrical engineering,74.0,75,0,Uttar Pradesh,2011,395,285,475,0.995265706,-1,533,-1,-1,-1,-1,-1,-0.1082,-0.5913,-0.1988,-0.0552,-0.2875,300000
1396,309190,m,2/6/1986,48.0,up board,2004,63.6,up board,5904,2,B.Tech/B.E.,electronics and communication engineering,58.0,5904,0,Uttar Pradesh,2012,515,465,425,0.910770164,-1,433,-1,-1,-1,313,-1,-0.1082,-0.1232,0.3817,-0.4078,-1.0774,180000
1397,480729,m,6/18/1986,83.5,ap state board,2003,87.3,ap intermediate board,12487,2,B.Tech/B.E.,information technology,64.7,12487,0,Andhra Pradesh,2007,425,575,645,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.4992,-0.7863,-2.0131,0.4148,-0.6035,120000
1399,94788,f,4/8/1988,96.0,"stjosephs girls higher sec school,dindigul",2005,92.0,"srv girls higher sec school,rasipuram",4239,2,B.Tech/B.E.,electronics and communication engineering,80.0,4239,1,Tamil Nadu,2009,315,475,565,0.694479328,265,366,-1,-1,-1,-1,-1,-1.3447,-0.7473,-1.5051,1.1199,-1.3539,300000
1400,1092951,f,11/20/1992,84.0,cbse,2009,68.0,cbse,15481,2,B.Tech/B.E.,electronics and communication engineering,71.0,15481,0,Madhya Pradesh,2013,615,450,310,0.649389715,-1,356,-1,-1,-1,484,-1,-1.0208,0.0459,-0.9122,-0.4879,0.2889,225000
1401,469012,f,9/30/1990,81.0,cbse,2008,75.6,cbse,8143,2,B.Tech/B.E.,computer engineering,73.86,8143,0,Uttar Pradesh,2012,425,355,535,0.793580615,495,-1,-1,-1,-1,-1,-1,0.0464,0.3448,-0.344,0.6204,0.3444,360000
1402,553357,m,9/2/1991,83.4,cbse,2009,86.6,cbse,12061,2,B.Tech/B.E.,computer engineering,67.8,12061,0,Uttar Pradesh,2013,440,470,485,0.930370607,565,-1,-1,-1,-1,-1,-1,0.5591,1.5444,0.3174,-0.3612,0.4805,420000
1403,365974,m,7/22/1989,77.33,0,2007,77.4,0,3801,2,B.Tech/B.E.,electronics and electrical engineering,77.0,3801,0,Karnataka,2012,645,575,615,0.376059587,415,300,-1,-1,-1,-1,-1,0.8192,0.8518,1.1437,0.8848,0.0284,400000
1404,1101727,m,2/12/1992,72.0,cbse,2009,61.0,state board,8949,2,B.Tech/B.E.,electronics and communication engineering,66.5,8949,1,Karnataka,2013,545,545,535,0.649389715,405,356,-1,-1,-1,-1,-1,1.5644,1.0449,-1.527,-2.136,0.0973,300000
1408,796151,m,12/8/1988,71.0,state board,2006,60.0,state board,222,2,MCA,computer application,88.9,222,0,Jharkhand,2014,520,510,780,0.486747008,535,-1,376,-1,-1,-1,-1,1.2772,0.0459,1.2396,-0.6147,-0.2859,820000
1409,1123015,f,1/4/1992,78.0,cbse,2010,73.0,cbse,2812,2,B.Tech/B.E.,information technology,75.9,2812,0,Rajasthan,2014,490,445,320,0.744758354,395,-1,438,-1,-1,-1,-1,-0.4463,1.0449,-0.4511,-0.1076,0.0973,300000
1410,308499,f,8/2/1988,77.0,cbse,2007,70.0,cbse,5442,2,B.Tech/B.E.,electronics and communication engineering,69.34,5442,0,Kerala,2011,505,445,445,0.694479328,365,366,-1,-1,-1,366,-1,0.9737,-0.9033,0.0914,-1.8179,-1.2354,85000
1412,332961,m,4/2/1991,86.0,ssc,2008,96.5,board of intermediate education,6638,2,B.Tech/B.E.,electronics and communication engineering,71.46,6638,0,Andhra Pradesh,2012,565,615,745,0.824666401,535,400,-1,-1,-1,-1,-1,-1.6538,-1.0203,-0.4891,1.23733,-1.2354,430000
1413,21229,m,1/4/1984,55.52,kseeb,2005,60.05,dte,182,2,B.Tech/B.E.,electronics and communication engineering,61.95,182,1,Karnataka,2009,495,455,385,0.538386893,355,333,-1,-1,-1,-1,-1,0.8192,0.6568,0.2366,0.0623,0.3444,500000
1414,736897,m,1/16/1992,88.6,cbse,2009,91.0,cbse,7814,2,B.Tech/B.E.,electronics and electrical engineering,89.0,7814,0,Orissa,2013,665,610,645,0.649389715,505,356,-1,-1,-1,-1,-1,1.5644,1.5444,1.0859,-0.7415,1.0554,325000
1415,601296,m,6/23/1989,45.33,state board,2006,47.6,state board,272,2,MCA,computer application,58.25,272,0,Punjab,2013,405,545,220,0.242499915,334,-1,-1,-1,-1,-1,-1,-1.7389,-0.2871,-0.7026,0.5262,-1.1291,145000
1417,781929,f,2/13/1992,85.0,cbse,2008,69.0,cbse,1125,2,B.Tech/B.E.,information technology,75.0,1125,0,Orissa,2013,605,440,445,0.3423149,365,-1,-1,-1,-1,-1,-1,0.99,-0.1206,-0.1437,0.0192,-0.2859,300000
1418,450428,m,8/8/1991,76.4,aisse,2009,66.2,aissce,3802,2,B.Tech/B.E.,electronics and electrical engineering,68.6,3802,0,Uttar Pradesh,2013,425,335,555,0.229481755,-1,266,-1,-1,-1,-1,-1,-1.4992,-1.3713,-1.5051,-0.0552,-2.0648,165000
1419,954255,m,10/31/1992,88.0,state board,2010,90.0,state board,8930,2,B.Tech/B.E.,electronics and communication engineering,63.29,8930,1,Telangana,2014,580,470,555,0.783303537,-1,388,284,-1,-1,-1,-1,0.2718,0.0459,0.6248,-1.8824,1.0554,330000
1420,1085603,m,5/30/1991,78.0,state board,2009,80.9,state board,11273,2,B.Tech/B.E.,electronics and communication engineering,65.0,11273,1,Telangana,2013,465,485,330,0.868736585,215,-1,-1,-1,-1,420,-1,0.4155,0.0459,-0.6048,-0.6147,0.4805,180000
1422,87291,m,6/24/1989,88.6,mp board bhopal,2006,83.7,mp board,403,2,B.Tech/B.E.,computer engineering,74.9,403,0,Madhya Pradesh,2010,565,455,565,0.765673581,485,-1,-1,-1,-1,-1,-1,0.0464,0.8128,0.0914,0.1798,0.0284,600000
1423,355018,m,5/11/1991,65.23,west bengal board of secondary education,2008,65.33,west bengal council of higher secondary education,2561,2,B.Tech/B.E.,computer engineering,68.5,2561,0,West Bengal,2012,404,445,445,0.276047228,345,-1,-1,-1,-1,-1,-1,-3.0448,-1.2153,-1.5051,-0.2902,-0.406,285000
1424,337783,f,5/7/1989,83.0,0,2006,69.9,0,3076,2,MCA,computer application,76.0,3076,0,Tamil Nadu,2012,325,415,255,0.450876584,395,-1,-1,-1,-1,-1,-1,-0.1855,-0.5913,0.5269,0.62043,-0.6035,375000
1426,1060744,f,10/19/1992,84.5,state board,2010,93.8,state board,14523,2,B.Tech/B.E.,electronics and communication engineering,82.0,14523,0,Andhra Pradesh,2014,560,545,620,0.943272158,435,452,-1,-1,-1,-1,-1,0.8463,1.5444,0.6248,-2.0092,0.4805,340000
1427,796296,m,1/5/1992,91.2,cbse,2010,90.0,cbse,222,2,B.Tech/B.E.,mechanical engineering,78.0,222,0,Jharkhand,2014,720,655,680,0.654107475,445,-1,-1,420,-1,-1,-1,-1.4517,0.0459,-1.6807,0.9066,0.0973,600000
1428,770194,f,7/16/1988,82.0,state board,2006,74.0,state board,7783,2,B.Tech/B.E.,computer engineering,74.0,7783,1,Rajasthan,2011,545,670,530,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.7335,0.0459,0.01,-0.3612,-2.0105,545000
1429,1284328,m,5/3/1992,72.0,cbse,2011,62.8,cbse,17782,2,B.Tech/B.E.,electronics and communication engineering,60.4,17782,0,Uttarakhand,2015,490,455,495,0.88162007,435,420,-1,-1,-1,-1,-1,0.7027,-1.1196,0.3174,1.1601,-1.8189,245000
1430,231172,f,11/14/1986,80.0,0,2004,57.0,0,21,2,MCA,computer application,73.0,21,1,Delhi,2011,565,465,475,0.765673581,485,-1,-1,-1,-1,-1,-1,0.51,0.8128,0.2366,0.1798,-0.7615,270000
1431,423045,m,8/3/1989,91.3,icse,2008,81.0,isc,184,2,B.Tech/B.E.,computer engineering,80.3,184,0,Uttar Pradesh,2012,595,495,565,0.884122512,535,-1,-1,-1,-1,-1,-1,1.2828,1.7878,-0.3803,0.1798,0.3444,410000
1432,1250337,f,10/11/1992,86.4,cbse,2010,85.4,state board,10750,2,B.Tech/B.E.,information technology,77.0,10750,1,Tamil Nadu,2014,640,530,430,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.7335,-1.6191,-1.0659,1.9207,0.0973,325000
1433,282152,m,2/4/1989,75.6,up board,2006,69.4,up board,4439,2,B.Tech/B.E.,information technology,64.3,4439,0,Uttar Pradesh,2011,555,575,625,0.793580615,495,-1,-1,-1,-1,-1,-1,1.4374,1.1248,1.8331,-2.1704,0.6603,320000
1434,416007,f,11/8/1989,75.0,0,2007,64.0,0,12020,2,MCA,computer application,64.0,12020,1,Maharashtra,2013,625,445,385,0.600057182,435,-1,-1,-1,-1,-1,-1,-2.272,-0.4353,-0.6343,1.7074,-1.2354,240000
1435,103323,m,7/12/1989,82.0,0,2006,85.0,0,940,2,B.Tech/B.E.,computer engineering,77.0,940,1,Tamil Nadu,2010,565,465,535,0.635978756,445,-1,-1,-1,-1,-1,-1,-2.5811,-0.7473,0.9623,1.8249,0.8183,410000
1436,83285,m,3/31/1988,85.2,icse,2006,79.4,icse,911,2,B.Tech/B.E.,information technology,70.0,911,0,Haryana,2010,585,595,575,0.81941653,505,-1,-1,-1,-1,-1,-1,-0.5719,-0.1232,-0.1988,-0.4078,-0.7615,390000
1437,259974,f,8/20/1989,73.0,0,2007,82.56,0,4522,2,B.Tech/B.E.,electronics and communication engineering,73.0,4522,0,Tamil Nadu,2010,404,455,385,-1.0,345,-1,-1,-1,-1,-1,-1,0.2009,-2.6193,0.9623,1.1199,-0.7615,120000
1439,793156,m,7/2/1990,85.33,state board,2008,54.83,state board,5111,2,MCA,computer application,80.9,5111,0,Maharashtra,2014,465,630,575,0.843123727,515,-1,-1,-1,-1,-1,-1,-0.5899,0.7119,0.4711,-0.6147,1.4386,325000
1441,869050,m,3/14/1993,86.8,state board,2010,84.75,state board,8888,2,B.Tech/B.E.,electronics and electrical engineering,80.0,8888,0,Tamil Nadu,2014,510,520,590,0.837620726,445,-1,-1,-1,500,-1,-1,0.1282,1.3779,2.008,0.1459,1.6302,505000
1442,341591,m,11/12/1990,92.93,0,2008,91.0,0,127,2,B.Tech/B.E.,electronics and communication engineering,72.55,127,0,Maharashtra,2012,475,615,645,0.824666401,-1,400,-1,-1,-1,-1,-1,0.2009,0.0328,-1.2148,-0.40777,-0.643,585000
1445,605047,f,12/8/1992,78.0,cbse,2009,78.0,cbse,272,2,B.Tech/B.E.,electronics and communication engineering,71.0,272,0,Punjab,2013,395,485,530,0.023312168,345,166,-1,-1,-1,366,-1,1.5644,1.3779,1.2396,0.5262,0.2889,180000
1446,529858,m,4/20/1991,82.6,cbse,2009,63.6,cbse,11759,2,B.Tech/B.E.,information technology,71.0,11759,0,Uttarakhand,2013,535,525,530,0.735795709,475,-1,-1,-1,-1,-1,-1,0.8192,-0.9033,-1.5776,-1.1128,-0.1295,350000
1447,30739,m,8/15/1987,69.0,uttar pradesh board,2004,69.0,uttar pradesh board,64,2,B.Tech/B.E.,electronics and communication engineering,67.8,64,0,Uttar Pradesh,2010,505,455,655,0.985461394,535,500,-1,-1,-1,-1,-1,-3.1994,-1.2153,-0.9245,-0.5253,-0.1295,310000
1448,274014,m,8/1/1990,88.5,secondary school of education,2007,95.9,board of intermediate,7077,2,B.Tech/B.E.,information technology,81.2,7077,0,Andhra Pradesh,2011,475,505,605,0.916869961,555,-1,-1,-1,-1,-1,-1,-0.1082,0.1888,0.5269,-0.5253,0.0284,620000
1451,279001,m,8/11/1989,68.65,cbse,2006,60.4,cbse,568,2,B.Tech/B.E.,information technology,65.0,568,0,Uttar Pradesh,2011,515,455,385,0.165633092,305,-1,-1,-1,-1,-1,-1,-1.4992,0.0328,-0.6343,-0.7603,-1.5513,175000
1452,374962,m,3/11/1991,80.0,ssc,2008,91.4,ssc,9774,2,B.Tech/B.E.,computer engineering,80.5,9774,1,Telangana,2012,415,625,675,0.930370607,565,-1,-1,-1,-1,-1,-1,-0.881,-0.2012,-1.0334,1.3549,-0.2875,430000
1453,1086345,f,2/11/1994,80.0,cbse,2011,81.0,cbse,14004,2,B.Tech/B.E.,electronics and communication engineering,82.6,14004,0,Himachal Pradesh,2015,370,445,390,0.338786347,445,292,-1,-1,-1,228,-1,-0.4463,-0.2871,-0.1437,2.1743,1.4386,300000
1454,355903,f,9/20/1990,83.5,west bengal  board of secondary education,2008,63.5,west bengal board of higher secondary education,9786,2,B.Tech/B.E.,electronics and communication engineering,74.0,9786,0,Orissa,2012,395,505,435,0.538386893,-1,333,-1,-1,-1,-1,-1,-1.3447,-1.3713,-1.4688,0.6498,-0.6035,250000
1455,331680,m,7/19/1991,80.1,matriculation,2008,78.34,state board,8011,2,B.Tech/B.E.,electronics and communication engineering,79.23,8011,0,Tamil Nadu,2012,505,575,635,0.960603252,-1,466,-1,-1,-1,420,-1,-0.4173,-0.2793,0.672,-0.76027,-0.643,200000
1456,82310,m,7/20/1988,77.0,icse,2005,63.0,chse,124,2,B.Tech/B.E.,computer engineering,63.0,124,0,Orissa,2010,575,415,465,0.735795709,475,-1,-1,-1,-1,-1,-1,-1.6538,0.3448,-0.7794,1.9424,1.2923,500000
1462,999306,m,12/13/1991,77.0,state board,2009,73.0,state board,7739,2,B.Tech/B.E.,electronics and communication engineering,78.0,7739,1,West Bengal,2013,475,505,525,-1.0,-1,-1,376,-1,-1,-1,-1,-0.159,0.7119,-0.2974,-0.8682,0.0973,120000
1463,1262831,m,6/9/1990,83.0,state board,2007,80.0,state board,11499,2,MCA,computer application,69.58,11499,0,Andhra Pradesh,2013,325,470,570,0.843123727,515,-1,-1,-1,-1,-1,-1,0.1282,1.2114,0.01,-0.2344,0.2889,120000
1464,359038,m,6/20/1991,70.0,hbsc,2008,75.0,hbsc,7564,2,B.Tech/B.E.,mechanical engineering,70.0,7564,0,Haryana,2012,355,425,435,0.068445751,-1,-1,-1,254,-1,-1,-1,0.51,-0.1232,-0.9245,0.4148,0.4234,400000
1465,1088562,m,9/20/1992,84.0,state board,2010,88.75,state board,10750,2,B.Tech/B.E.,information technology,72.0,10750,1,Tamil Nadu,2014,665,545,525,0.911395278,505,-1,500,-1,-1,-1,-1,-1.308,0.0459,-1.3733,-0.1076,0.0973,325000
1466,1087625,m,6/10/1992,85.8,cbse,2010,74.8,cbse,13473,2,B.Tech/B.E.,electronics and communication engineering,64.8,13473,0,Uttar Pradesh,2014,685,530,620,-1.0,515,-1,-1,-1,-1,-1,-1,1.1336,1.0449,0.7785,-0.6147,-0.8608,325000
1467,511865,f,12/4/1989,65.0,state bord,2007,52.0,state bord,720,2,MCA,computer application,75.0,720,1,Tamil Nadu,2013,300,270,285,0.190153406,315,-1,-1,-1,-1,-1,-1,-1.6538,-1.8393,-1.5051,0.2973,-2.1833,180000
1468,280793,m,2/3/1990,78.2,cbse,2007,81.8,cbse,57,2,B.Tech/B.E.,computer engineering,70.0,57,0,Haryana,2011,425,525,515,0.735795709,475,-1,-1,-1,-1,-1,-1,1.1283,-0.1232,0.2366,-1.3478,0.8183,720000
1473,344605,m,3/5/1991,88.4,0,2008,76.0,0,124,2,B.Tech/B.E.,computer engineering,79.6,124,0,Orissa,2012,395,345,595,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.6491,0.1888,-0.6343,1.67803,-0.2875,460000
1474,63284,m,6/3/1987,78.0,state board,2004,62.0,state board,15575,2,MCA,computer application,85.0,15575,0,Orissa,2010,365,555,615,0.930370607,565,-1,-1,-1,-1,-1,-1,0.8192,-1.2153,1.5428,1.5899,0.6603,530000
1475,1136095,m,8/26/1993,79.8,cbse,2010,85.2,cbse,5812,2,B.Tech/B.E.,electrical engineering,72.63,5812,1,Rajasthan,2014,615,555,345,0.423951396,435,-1,-1,-1,388,-1,-1,-0.4463,-0.6201,-0.9122,-0.2344,-1.8189,325000
1476,1110880,m,3/15/1991,75.0,state board,2009,81.1,state board,12160,2,B.Tech/B.E.,information technology,78.16,12160,0,Andhra Pradesh,2013,315,340,235,0.356536488,295,-1,346,-1,-1,-1,-1,-1.1644,-1.2861,-0.6048,0.0192,-1.244,105000
1477,741398,m,4/23/1993,82.46,state board,2010,79.67,state board,474,2,B.Tech/B.E.,mechanical engineering,69.46,474,1,Maharashtra,2014,395,495,470,0.971663491,-1,-1,-1,553,-1,-1,-1,0.1282,-0.1206,-0.6048,1.0333,-0.8608,240000
1478,333793,m,10/11/1990,87.3,ssc,2008,94.2,board of intermediate,11168,2,B.Tech/B.E.,electronics and communication engineering,79.51,11168,1,Telangana,2012,435,435,495,0.124502074,545,233,-1,-1,-1,446,-1,1.1283,1.7488,2.1234,-0.9953,1.0158,425000
1479,57277,m,8/26/1989,77.4,up,2006,80.0,up,3579,2,B.Tech/B.E.,mechanical engineering,71.9,3579,0,Uttar Pradesh,2010,365,555,575,0.654107475,-1,-1,-1,420,-1,-1,-1,-0.1082,0.3448,1.3977,0.5323,0.3444,535000
1480,980895,m,12/13/1991,87.6,cbse,2010,77.6,cbse,7557,2,B.Tech/B.E.,electronics and electrical engineering,76.22,7557,1,Delhi,2014,510,655,535,0.193768442,-1,292,-1,-1,324,-1,-1,-2.457,-1.2861,-0.1437,0.5262,-0.4776,350000
1481,78383,m,1/1/1989,84.8,0,2005,68.0,0,182,2,B.Tech/B.E.,electronics and communication engineering,63.0,182,1,Karnataka,2011,475,535,525,0.376059587,385,300,-1,-1,-1,-1,-1,-1.6538,0.0328,0.9623,-0.1727,0.1864,180000
1482,1081640,m,12/12/1992,76.0,state board,2010,61.6,state board,14381,2,B.Tech/B.E.,electronics and electrical engineering,68.1,14381,1,West Bengal,2014,420,470,510,0.298769129,375,-1,-1,-1,356,-1,-1,0.5591,0.3789,-0.4511,0.7798,1.0554,100000
1483,337563,f,11/22/1990,92.8,0,2008,92.4,0,3076,2,B.Tech/B.E.,electronics and communication engineering,86.7,3076,0,Tamil Nadu,2012,475,515,515,0.538386893,465,333,-1,-1,-1,-1,-1,0.2782,0.3448,-0.344,-0.61337,0.1864,360000
1484,817754,m,9/7/1991,75.0,cbse,2009,60.0,cbse,6566,2,B.Tech/B.E.,electronics and communication engineering,56.0,6566,1,Karnataka,2014,640,570,635,0.649389715,-1,356,-1,-1,-1,-1,-1,0.2718,1.5444,0.9322,-0.4879,0.0973,250000
1485,325611,m,11/13/1988,69.13,wbbse,2007,64.4,wbchse,254,2,B.Tech/B.E.,information technology,76.3,254,1,West Bengal,2012,365,355,555,0.488347977,405,-1,-1,-1,-1,-1,-1,-0.2628,-0.5523,-0.2714,0.29733,-0.2875,220000
1487,296696,m,4/25/1988,58.0,0,2005,60.0,0,6835,2,B.Tech/B.E.,electronics and communication engineering,66.0,6835,0,Uttar Pradesh,2011,345,335,445,0.229481755,-1,266,-1,-1,-1,420,-1,-0.9969,-0.2793,0.8171,1.50173,0.3444,325000
1488,1125683,f,7/9/1992,91.3,state board,2009,90.7,state board,9812,2,B.Tech/B.E.,electronics and communication engineering,71.65,9812,1,Telangana,2013,525,520,450,0.20739217,455,260,-1,-1,-1,-1,-1,1.1336,0.2124,1.0859,-0.7415,-0.0943,175000
1489,229397,m,6/9/1990,84.6,state board,2007,75.25,stateboard,1245,2,B.Tech/B.E.,information technology,70.56,1245,1,Tamil Nadu,2011,305,375,555,0.563267824,425,-1,-1,-1,-1,-1,-1,-0.4173,-1.0593,-0.0537,-1.2303,-0.1295,200000
1491,823407,m,9/30/1991,93.0,cbse,2010,85.6,cbse,272,2,B.Tech/B.E.,electronics and communication engineering,89.0,272,0,Punjab,2014,605,545,680,0.493596387,435,324,-1,-1,-1,-1,-1,-0.4463,1.7109,-0.4511,-0.4879,1.6302,400000
1493,206565,m,7/5/1990,54.0,0,2006,64.0,0,255,2,B.Tech/B.E.,information technology,67.3,255,0,Uttar Pradesh,2011,305,415,415,0.635978756,445,-1,-1,-1,-1,-1,-1,-0.1082,-0.7473,0.8171,-0.0552,-0.2875,300000
1494,543741,f,5/30/1988,81.0,cbse,2007,84.0,cbse,55,2,MCA,computer application,78.0,55,0,Uttar Pradesh,2013,520,535,545,0.793580615,495,-1,-1,-1,-1,-1,-1,-0.4173,-0.5523,-0.7068,-0.4078,-0.2875,460000
1495,926517,m,9/27/1990,62.4,mp board,2008,74.8,mp board,6857,2,B.Tech/B.E.,information technology,69.51,6857,0,Madhya Pradesh,2012,450,350,245,0.080055281,334,-1,253,-1,-1,-1,-1,1.5644,0.2124,-0.4511,0.0192,1.247,300000
1496,652516,f,4/16/1992,78.6,cbse,2009,83.2,state board,1985,2,B.Tech/B.E.,electronics and communication engineering,73.0,1985,1,Tamil Nadu,2013,570,670,470,0.960603252,355,466,-1,-1,-1,-1,-1,1.7081,1.2114,0.3174,-1.6289,0.2889,340000
1500,87067,f,3/15/1987,69.0,cbse,2005,62.6,cbse,5605,2,B.Tech/B.E.,electrical engineering,76.25,5605,0,Madhya Pradesh,2010,395,455,475,0.694479328,195,366,-1,-1,-1,-1,-1,-0.4173,0.1888,-0.4891,0.4148,0.8183,215000
1501,1207352,m,1/4/1992,90.83,state board,2009,92.5,state board,5071,2,B.Tech/B.E.,electronics and electrical engineering,82.0,5071,0,Andhra Pradesh,2013,640,665,630,0.875503907,345,-1,-1,-1,516,-1,-1,-1.4517,-2.4516,-1.0659,-0.2344,-0.2859,400000
1502,681036,m,7/5/1991,70.0,cbse,2009,72.0,cbse,186,2,B.Tech/B.E.,electronics and communication engineering,61.0,186,0,Haryana,2013,510,425,515,0.124502074,405,233,-1,-1,-1,420,-1,-1.1644,-1.7856,-1.0659,0.1459,-2.5853,180000
1505,615396,m,2/2/1993,67.0,state board,2009,73.8,state board,272,2,B.Tech/B.E.,mechanical engineering,69.75,272,0,Punjab,2014,275,400,385,0.725984148,365,-1,-1,438,-1,-1,-1,0.4155,-0.1206,0.4711,1.4136,0.6721,225000
1506,295835,m,11/22/1989,86.0,mp board,2007,83.8,cbse,5400,2,B.Tech/B.E.,information technology,71.4,5400,0,Madhya Pradesh,2011,445,675,655,0.992259189,665,-1,-1,-1,-1,-1,-1,0.51,0.6568,-1.6502,-0.2902,-0.7615,505000
1507,918301,m,3/25/1993,85.0,cbse,2010,87.0,state board,11135,1,B.Tech/B.E.,electronics and communication engineering,87.8,11135,1,Karnataka,2014,730,610,695,0.976292561,-1,484,-1,-1,446,-1,-1,-0.0154,0.2124,-0.1437,-0.7415,0.6721,450000
